﻿138,362,166,362,166,382,138,382,?
﻿138,382,166,382,166,402,138,402,?
﻿138,402,166,402,166,423,138,423,?
﻿108,59,136,59,136,79,108,79,?
﻿108,79,136,79,136,99,108,99,?
﻿108,99,136,99,136,119,108,119,?
﻿108,119,136,119,136,139,108,139,?
﻿108,139,136,139,136,159,108,159,?
﻿108,159,136,159,136,180,108,180,?
﻿108,180,136,180,136,200,108,200,?
﻿108,200,136,200,136,220,108,220,?
﻿108,220,136,220,136,240,108,240,?
﻿108,240,136,240,136,260,108,260,?
﻿108,260,136,260,136,280,108,280,?
﻿108,280,136,280,136,301,108,301,?
﻿108,301,136,301,136,321,108,321,?
﻿108,321,136,321,136,341,108,341,?
﻿108,341,136,341,136,361,108,361,?
﻿108,361,136,361,136,381,108,381,?
﻿108,381,136,381,136,401,108,401,?
﻿108,401,136,401,136,422,108,422,?
﻿78,59,106,59,106,79,78,79,?
﻿78,79,106,79,106,99,78,99,?
﻿78,99,106,99,106,119,78,119,?
﻿78,119,106,119,106,139,78,139,?
﻿78,139,106,139,106,159,78,159,?
﻿78,159,106,159,106,180,78,180,?
﻿78,180,106,180,106,200,78,200,?
﻿78,200,106,200,106,220,78,220,?
﻿78,220,106,220,106,240,78,240,?
﻿78,240,106,240,106,260,78,260,?
﻿78,260,106,260,106,280,78,280,?
﻿78,280,106,280,106,301,78,301,?
﻿78,301,106,301,106,321,78,321,?
﻿78,321,106,321,106,341,78,341,?
﻿78,341,106,341,106,361,78,361,?
﻿78,361,106,361,106,381,78,381,?
﻿78,381,106,381,106,401,78,401,?
﻿78,401,106,401,106,422,78,422,?
﻿51,58,76,58,76,78,51,78,?
﻿51,78,76,78,76,98,51,98,?
﻿51,98,76,98,76,118,51,118,?
﻿51,118,76,118,76,138,51,138,?
﻿51,138,76,138,76,158,51,158,?
﻿51,158,76,158,76,178,51,178,?
﻿51,178,76,178,76,198,51,198,?
﻿51,198,76,198,76,218,51,218,?
﻿51,218,76,218,76,238,51,238,?
﻿51,238,76,238,76,258,51,258,?
﻿51,258,76,258,76,278,51,278,?
﻿51,278,76,278,76,299,51,299,?
﻿19,39,47,39,47,59,19,59,?
﻿19,59,47,59,47,79,19,79,?
﻿19,79,47,79,47,99,19,99,?
﻿19,99,47,99,47,119,19,119,?
﻿19,119,47,119,47,139,19,139,?
﻿19,139,47,139,47,159,19,159,?
﻿19,159,47,159,47,179,19,179,?
﻿19,179,47,179,47,199,19,199,?
﻿19,199,47,199,47,219,19,219,?
﻿19,219,47,219,47,239,19,239,?
﻿19,239,47,239,47,259,19,259,?
﻿19,259,47,259,47,279,19,279,?
﻿19,279,47,279,47,299,19,299,?
﻿19,299,47,299,47,319,19,319,?
﻿19,319,47,319,47,339,19,339,?
﻿19,339,47,339,47,359,19,359,?
﻿19,359,47,359,47,379,19,379,?
﻿19,379,47,379,47,399,19,399,?
﻿19,399,47,399,47,419,19,419,?
